,codigo_ocorrencia2,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
3328,53465,PUTDT,EXPERIMENTAL,ULTRALEVE,TRIKE ICAROS LTDA,ADVENTURE,ULAC,PISTÃO,MONOMOTOR,450,450,1.0,0.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,1
3329,53466,PRWTW,not informed,AVIÃO,PIPER AIRCRAFT,PA-32R-301T,PA32,PISTÃO,MONOMOTOR,1633,1633,6.0,2003.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,POUSO,PRIVADA,SUBSTANCIAL,0
3330,53467,PTYRT,not informed,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1089,1089,3.0,1999.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,PRIVADA,not informed,0
3331,53468,PRTCC,not informed,AVIÃO,CESSNA AIRCRAFT,T210N,C210,PISTÃO,MONOMOTOR,1814,1814,6.0,1980.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,EVERALDO MORAES BARRETO,EVERALDO MORAES BARRETO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
3332,53469,PTEPD,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,P32R,PISTÃO,MONOMOTOR,1633,1633,7.0,1977.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,OURILÂNDIA DO NORTE,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,2
3333,53470,PUXXX2,EXPERIMENTAL,ULTRALEVE,not informed,not informed,not informed,not informed,not informed,0,0,not informed,2015.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,COSTA ESMERALDA,COSTA ESMERALDA,DECOLAGEM,PRIVADA,DESTRUÍDA,1
3334,53471,PRECK,not informed,AVIÃO,CESSNA AIRCRAFT,172N,C172,PISTÃO,MONOMOTOR,1043,1043,4.0,1976.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,CARLOS PRATES,CARLOS PRATES,TÁXI,INSTRUÇÃO,LEVE,0
3335,53472,PUXXX3,EXPERIMENTAL,TRIKE,not informed,not informed,not informed,not informed,not informed,450,450,not informed,2015.0,BRASIL,BRASIL,TRIKE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,1
3336,53473,PUXXX4,EXPERIMENTAL,ULTRALEVE,not informed,not informed,not informed,not informed,not informed,400,400,not informed,2000.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,MIRASSOL,MIRASSOL,CRUZEIRO,PRIVADA,SUBSTANCIAL,1
3337,53474,PUIPF,EXPERIMENTAL,not informed,not informed,not informed,not informed,not informed,SEM TRAÇÃO,0,0,0.0,0.0,BRASIL,BRASIL,not informed,EXPERIMENTAL,FORA DE AERODROMO,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
3338,53475,PRSKJ,INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1984.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,AEROPORTO ESTADUAL DE JUNDIAÍ,TÁXI,INSTRUÇÃO,NENHUM,0
3339,53476,PRFLD,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,not informed,SEM TRAÇÃO,760,760,0.0,1979.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,SALGADO FILHO,HERCÍLIO LUZ,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
3340,53477,PTRAC,not informed,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1980.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
3341,53478,PTWNG,TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-31T2,PAY2,TURBOÉLICE,BIMOTOR,4297,4297,8.0,1982.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,RONDONÓPOLIS,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,NENHUM,0
3342,53480,PRAYZ,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2011.0,BRASIL,BRASIL,AVIÃO,REGULAR,TANCREDO NEVES,CARAJÁS,DECOLAGEM,REGULAR,NENHUM,0
3343,53481,PROND,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A318-121,A318,JATO,BIMOTOR,63000,63000,129.0,2008.0,BRASIL,BRASIL,AVIÃO,REGULAR,GUARARAPES - GILBERTO FREYRE,GUARARAPES - GILBERTO FREYRE,CRUZEIRO,REGULAR,NENHUM,0
3344,53482,PURVZ,EXPERIMENTAL,ULTRALEVE,not informed,RV-9A,ULAC,PISTÃO,MONOMOTOR,750,750,2.0,2007.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,PIRENÓPOLIS,PIRENÓPOLIS,MANOBRA,PRIVADA,DESTRUÍDA,2
3345,53483,PRSKJ,INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1984.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,BAURU,AEROPORTO ESTADUAL DE JUNDIAÍ,POUSO,INSTRUÇÃO,LEVE,0
3346,53484,PUTOF,EXPERIMENTAL,not informed,not informed,not informed,not informed,not informed,SEM TRAÇÃO,208,208,0.0,2008.0,BRASIL,BRASIL,not informed,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
3347,53485,PRSOR,not informed,AVIÃO,AEROMOT,AMT-200SO,RF10,PISTÃO,MONOMOTOR,1050,1050,2.0,2007.0,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,CASA BRANCA,CASA BRANCA,ESPECIALIZADA,ESPECIALIZADA,SUBSTANCIAL,0
3348,53486,PTWSV,not informed,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1997.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,J LEM,SANTA GENOVEVA/GOIÂNIA,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
3349,53487,PPAAM,not informed,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PA46,PISTÃO,MONOMOTOR,1950,1950,6.0,2009.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,ABA,SANTA RITA DE CÁSSIA,POUSO,PRIVADA,SUBSTANCIAL,0
3350,53488,PPELA,not informed,HELICÓPTERO,BELL HELICOPTER,206L-3,B06,TURBOEIXO,MONOMOTOR,1882,1882,7.0,1991.0,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,ZUMBI DOS PALMARES,ZUMBI DOS PALMARES,ARREMETIDA NO AR,POLICIAL,DESTRUÍDA,4
3351,53489,PRFMP,not informed,AVIÃO,CESSNA AIRCRAFT,210K,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1970.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,JACAREACANGA,POUSO,PRIVADA,SUBSTANCIAL,0
3352,53490,PPPTP,not informed,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2009.0,BRASIL,BRASIL,AVIÃO,REGULAR,BARREIRAS,DEPUTADO LUÍS EDUARDO MAGALHÃES,CRUZEIRO,REGULAR,LEVE,0
3353,53491,PTVCA,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1633,7.0,1986.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,NOVO CAMPO,PAUINI,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0
3354,53492,PRGGN,not informed,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,197.0,2009.0,BRASIL,BRASIL,AVIÃO,REGULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,LEVE,0
3355,53493,PPPTM,not informed,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2008.0,BRASIL,BRASIL,AVIÃO,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,LEITE LOPES,DECOLAGEM,REGULAR,LEVE,0
3356,53494,PTNNZ,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1977.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,POUSO,PRIVADA,SUBSTANCIAL,0
3357,53495,PTPRA,not informed,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1978.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,MARECHAL RONDON,MARECHAL RONDON,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
3358,53496,PTVAU,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1986.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,JATAÍ,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
3359,53497,PTRAM,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,P32R,PISTÃO,MONOMOTOR,1633,1633,7.0,1980.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,ESTÂNCIA SANTA MARIA,DECOLAGEM,PRIVADA,SUBSTANCIAL,1
3360,53498,PTGRT,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1977.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ARREMETIDA NO SOLO,AGRÍCOLA,SUBSTANCIAL,0
3361,53499,PPBST,not informed,AVIÃO,CESSNA AIRCRAFT,680,C680,JATO,BIMOTOR,13744,13744,11.0,2008.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,CAMPO DE MARTE,JACAREPAGUÁ,POUSO,PRIVADA,NENHUM,0
3362,53500,PRHNE,not informed,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,621,621,2.0,2013.0,BRASIL,BRASIL,HELICÓPTERO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM VERTICAL,PRIVADA,SUBSTANCIAL,0
3363,53501,PTNKU,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1977.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,CARATINGA,PARÁ DE MINAS,CRUZEIRO,PRIVADA,DESTRUÍDA,2
3364,53502,PRGXJ,not informed,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,199.0,2013.0,BRASIL,BRASIL,AVIÃO,REGULAR,SANTA GENOVEVA/GOIÂNIA,PRESIDENTE JUSCELINO KUBITSCHEK,APROXIMAÇÃO FINAL,REGULAR,LEVE,0
3365,53503,PTRCY,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,7.0,1980.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,ALENQUER,MAESTRO WILSON FONSECA,DECOLAGEM,TÁXI AÉREO,NENHUM,0
3366,53504,PRBRP,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,150L,C150,PISTÃO,MONOMOTOR,726,726,2.0,1973.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,SANTA GENOVEVA/GOIÂNIA,SANTA GENOVEVA/GOIÂNIA,TÁXI,INSTRUÇÃO,LEVE,0
3367,53505,PRSAR,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,1542,4.0,2008.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,REDENÇÃO,SANTA GENOVEVA/GOIÂNIA,DESCIDA,PRIVADA,LEVE,0
3368,53506,PRTAP,TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,525A,C25A,JATO,BIMOTOR,5613,5613,10.0,2003.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,SILVIO PETTIROSSI INTERNATIONAL AIRPORT,CONGONHAS,TÁXI,TÁXI AÉREO,NENHUM,0
3369,53507,PTRYQ,TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1985.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,CATARATAS,BACACHERI,CORRIDA APÓS POUSO,TÁXI AÉREO,NENHUM,0
3370,53508,PRSPO,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,525B,C25B,JATO,BIMOTOR,6291,6291,10.0,2005.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,CONGONHAS,CATARATAS,OPERAÇÃO DE SOLO,PRIVADA,NENHUM,0
3371,53509,PPKLU,TÁXI AÉREO,HELICÓPTERO,AGUSTA,A109E,A109,TURBOEIXO,BIMOTOR,2850,2850,8.0,2002.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,DAMHA GOLFE,CENTRO EMPRESARIAL NAÇÕES UNIDAS-TORRE NORTE,CRUZEIRO,TÁXI AÉREO,NENHUM,0
3372,53510,PRWRF,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,2002.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,PROFESSOR ERIBERTO MANOEL REINO,LEITE LOPES,POUSO,PRIVADA,LEVE,0
3373,53511,PPAMX,TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,2011.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,BORBA,FLORES,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
3374,53512,PPVYV,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,560XL,C56X,JATO,BIMOTOR,9163,9163,11.0,2009.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,PRESIDENTE JUSCELINO KUBITSCHEK,SANTA GENOVEVA/GOIÂNIA,TÁXI,PRIVADA,LEVE,0
3375,53513,PRAYA,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2008.0,BRASIL,BRASIL,AVIÃO,REGULAR,AFONSO PENA,SANTOS DUMONT,CRUZEIRO,REGULAR,NENHUM,0
3376,53514,PREJZ,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1977.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,AEROPORTO ESTADUAL DE JUNDIAÍ,TÁXI,INSTRUÇÃO,NENHUM,0
3377,53515,PRSAU,INSTRUÇÃO,AVIÃO,DIAMOND AIRCRAFT,DA20-C1,DV20,PISTÃO,MONOMOTOR,800,800,1.0,2014.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,CHEQUE DE MOTOR OU ROTOR,INSTRUÇÃO,NENHUM,0
3378,53516,PTOTV,TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-31T1,PAY1,TURBOÉLICE,BIMOTOR,3946,3946,7.0,1981.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,IPIAÚ,JOÃO DURVAL CARNEIRO,DESCIDA,TÁXI AÉREO,NENHUM,0
3379,53517,PTZAE,EXPERIMENTAL,AVIÃO,FLYER INDUSTRIA AERONAUTICA LTDA,RV-10,ZZZZ,PISTÃO,MONOMOTOR,1224,1224,4.0,2009.0,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,CATULEVE,PINTO MARTINS,POUSO,PRIVADA,LEVE,0
3380,53518,PRZAQ,EXPERIMENTAL,AVIÃO,FLYER INDUSTRIA AERONAUTICA LTDA,RV-10,ZZZZ,PISTÃO,MONOMOTOR,1224,1224,4.0,2013.0,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,ARAGARÇAS,CAMPO GRANDE,POUSO,PRIVADA,LEVE,0
3381,53519,PPXKK,EXPERIMENTAL,AVIÃO,not informed,SEDAN,ZZZZ,PISTÃO,MONOMOTOR,930,930,4.0,2004.0,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,GUARATINGUETÁ,GUARATINGUETÁ,POUSO,PRIVADA,SUBSTANCIAL,0
3382,53520,PRAYB,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2008.0,BRASIL,BRASIL,AVIÃO,REGULAR,TANCREDO NEVES,SALGADO FILHO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
3383,53524,PRONX,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,78000,78000,170.0,2014.0,BRASIL,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,DEPUTADO LUÍS EDUARDO MAGALHÃES,DECOLAGEM,REGULAR,LEVE,0
3384,53532,PRPVS,PARTICULAR,AVIÃO,HAWKER BEECHCRAFT,G58,BE58,PISTÃO,BIMOTOR,2495,2495,6.0,2012.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,PATOS DE MINAS,SANTA GENOVEVA/GOIÂNIA,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0
3385,53533,PUVSM,EXPERIMENTAL,ULTRALEVE,MAURICIO WIECHMANN CATAI,DYNAMIC WT-9,ULAC,PISTÃO,MONOMOTOR,560,560,2.0,2011.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,LEITE LOPES,LEITE LOPES,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0
3386,53534,PTFTG,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,525A,C25A,JATO,BIMOTOR,5613,5613,9.0,2002.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,SANTA GENOVEVA/GOIÂNIA,DECOLAGEM,PRIVADA,NENHUM,0
3387,53543,PTLKW,not informed,AVIÃO,CESSNA AIRCRAFT,210R,C210,PISTÃO,MONOMOTOR,1746,1746,6.0,1986.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,PRESIDENTE PRUDENTE,JARDIM,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
3388,53545,PTDIQ,not informed,AVIÃO,BEECH AIRCRAFT,B90,BE9L,TURBOÉLICE,BIMOTOR,4377,4377,6.0,1968.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,ARIQUEMES,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0
3389,53546,PRDMT,not informed,AVIÃO,CESSNA AIRCRAFT,150H,C150,PISTÃO,MONOMOTOR,726,726,2.0,1968.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,AGROPASTORIL BOM PASTOR,AGROPASTORIL BOM PASTOR,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,2
3390,53547,PPBAO,not informed,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2010.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,1
3391,53550,PUCMV,EXPERIMENTAL,ULTRALEVE,not informed,P2002 SIERRA DELUXE,ZZZZ,PISTÃO,MONOMOTOR,600,600,not informed,not informed,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,DESTRUÍDA,1
3392,53551,PPGSZ,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PISTÃO,MONOMOTOR,660,660,2.0,1960.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,DECOLAGEM,INSTRUÇÃO,LEVE,0
3393,53552,PRVDA,not informed,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PA46,PISTÃO,MONOMOTOR,1968,1968,6.0,2007.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FLORES,TEFÉ,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
3394,53553,PUPEN,EXPERIMENTAL,ULTRALEVE,not informed,FOX II,ULAC,PISTÃO,MONOMOTOR,417,417,2.0,1990.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
3395,53554,PUMLP,EXPERIMENTAL,ULTRALEVE,not informed,CONQUEST 180,ULAC,PISTÃO,MONOMOTOR,650,650,2.0,2005.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,SANTA ROSA,SANTA ROSA,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,0
3396,53555,PUHPM,EXPERIMENTAL,ULTRALEVE,not informed,KR-2S,ULAC,PISTÃO,MONOMOTOR,510,510,2.0,2002.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,CEARÁ-MIRIM,CEARÁ-MIRIM,APROXIMAÇÃO FINAL,PRIVADA,DESTRUÍDA,0
3397,53556,PUXXX5,EXPERIMENTAL,ULTRALEVE,not informed,not informed,not informed,not informed,not informed,0,0,not informed,2015.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,MIRASSOL,MIRASSOL,CRUZEIRO,PRIVADA,DESTRUÍDA,1
3398,53557,PUCPC,EXPERIMENTAL,ULTRALEVE,not informed,not informed,ULAC,not informed,SEM TRAÇÃO,0,0,0.0,1992.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,GUAXUPÉ,GUAXUPÉ,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
3399,53558,PRGXP,not informed,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,0.0,2014.0,BRASIL,BRASIL,AVIÃO,REGULAR,VIRACOPOS,TANCREDO NEVES,TÁXI,REGULAR,NENHUM,0
3400,53559,PTWQH,not informed,AVIÃO,CESSNA AIRCRAFT,650,C650,JATO,BIMOTOR,10433,10433,10.0,1998.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,PRESIDENTE JUSCELINO KUBITSCHEK,CONGONHAS,SUBIDA,PRIVADA,DESTRUÍDA,4
3401,53560,PRMYR,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2012.0,BRASIL,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,CAMPO GRANDE,SUBIDA,REGULAR,LEVE,0
3402,53561,PRZVX,not informed,AVIÃO,SLICK AIRCRAFT COMPANY,SLICK 540,ZZZZ,PISTÃO,MONOMOTOR,795,795,1.0,not informed,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,DEPUTADO LUÍS EDUARDO MAGALHÃES,DEPUTADO LUÍS EDUARDO MAGALHÃES,MANOBRA,PRIVADA,SUBSTANCIAL,1
3403,53562,PTWCK,not informed,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1906,1906,1.0,1976.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
3404,53563,PTEJF,not informed,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1977.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,PINTO MARTINS,CEARÁ-MIRIM,DESCIDA,PRIVADA,NENHUM,0
3405,53564,PRRSA,not informed,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,1.0,2009.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,BALSAS,BALSAS,DECOLAGEM,AGRÍCOLA,DESTRUÍDA,1
3406,53565,PREDL,not informed,HELICÓPTERO,ROBINSON HELICOPTER,R66,R66,TURBOEIXO,MONOMOTOR,1225,1225,5.0,2012.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,GUARARAPES - GILBERTO FREYRE,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
3407,53566,PTEDJ,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,P32R,PISTÃO,MONOMOTOR,1633,1633,7.0,1976.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
3408,53567,PROHD,not informed,HELICÓPTERO,AGUSTA,AW139,A139,TURBOEIXO,BIMOTOR,6800,6800,17.0,2013.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,JACAREPAGUÁ,JACAREPAGUÁ,ESTACIONAMENTO,TÁXI AÉREO,LEVE,0
3409,53568,PTEZQ,not informed,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1979.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,BORBA,FLORES,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
3410,53569,PRVBI,not informed,AVIÃO,BOEING COMPANY,737-73V,B737,JATO,BIMOTOR,62595,62595,152.0,2002.0,BRASIL,BRASIL,AVIÃO,REGULAR,SANTOS DUMONT,CONGONHAS,PARTIDA DO MOTOR,REGULAR,LEVE,0
3411,53570,PPPTN,not informed,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2008.0,BRASIL,BRASIL,AVIÃO,REGULAR,LEITE LOPES,LEITE LOPES,DECOLAGEM,REGULAR,LEVE,0
