,codigo_ocorrencia2,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
86,40248,PRSSB,ESPECIALIZADA,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,4110,4110,3.0,2000.0,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,ESPECIALIZADA,LEVE,0
87,40250,PPZAV,EXPERIMENTAL,AVIÃO,NILSON SULZBACH PERES,KIT FOX,ZZZZ,PISTÃO,MONOMOTOR,530,530,2.0,1989.0,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,SUBSTANCIAL,0
88,40251,PTHML,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,HELIBRAS,HB-350B,AS50,TURBOEIXO,MONOMOTOR,1950,1950,6.0,1983.0,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,PAIRADO,POLICIAL,NENHUM,0
89,40258,PRVOA,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,7.0,1977.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
90,40260,PPEJJ,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,1996.0,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,POLICIAL,LEVE,0
91,40261,PUEPM,EXPERIMENTAL,ULTRALEVE,EDSON PIMENTEL MATHEUS,MAX M22,ULAC,PISTÃO,MONOMOTOR,550,550,2.0,2002.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,LEVE,0
92,40262,PTXIB,TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,560XL,C56X,JATO,BIMOTOR,9072,9072,10.0,1999.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,LEVE,0
93,40264,PTESS,not informed,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1978.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,ESTÂNCIA SANTA RITA,FAZENDA SANTO ANTÔNIO,POUSO,TÁXI AÉREO,SUBSTANCIAL,0
94,40267,PTIPO,not informed,AVIÃO,PIPER AIRCRAFT,PA-31,PA31,PISTÃO,BIMOTOR,2948,2948,8.0,1973.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,LORENZO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
95,40269,PTWYD,not informed,AVIÃO,CESSNA AIRCRAFT,310R,C310,PISTÃO,BIMOTOR,2495,2495,6.0,1979.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,PRESIDENTE JUSCELINO KUBITSCHEK,ANÁPOLIS,POUSO,PRIVADA,LEVE,0
96,40270,PREJM,not informed,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1985.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,PARTIDA DO MOTOR,INSTRUÇÃO,SUBSTANCIAL,0
97,40271,PPRTO,not informed,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PISTÃO,MONOMOTOR,587,587,2.0,1946.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,ENCANTA MOÇA,FAZENDA BUSATO 1,DECOLAGEM,INSTRUÇÃO,LEVE,0
98,40273,PTMEA,not informed,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,1993.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,LEVE,0
99,40275,PRBZE,PARTICULAR,AVIÃO,PILATUS,PC-12/45,PC12,TURBOÉLICE,MONOMOTOR,4500,4500,10.0,2004.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,POLICIAL,NENHUM,0
100,40287,PTDYZ,INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-34-200,PA34,PISTÃO,BIMOTOR,1814,1814,6.0,1972.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,NENHUM,0
101,40288,PRGTH,REGULAR,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,79000,79000,194.0,2006.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
102,40290,PPPJE,REGULAR,AVIÃO,EMBRAER,ERJ 170-200 LR,E170,JATO,BIMOTOR,38790,38790,93.0,2009.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,REGULAR,NENHUM,0
103,40291,PRGGH,REGULAR,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,197.0,2009.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
104,40292,PPPTT,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2010.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,REGULAR,NENHUM,0
105,40293,PTWEZ,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,182G,C182,PISTÃO,MONOMOTOR,1270,1270,5.0,1964.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,PRIVADA,NENHUM,0
106,40294,PRDCA,INSTRUÇÃO,AVIÃO,AEROMOT,AMT-600,GURI,PISTÃO,MONOMOTOR,900,900,2.0,2005.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,INSTRUÇÃO,NENHUM,0
107,40295,PRMBL,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-233,A320,JATO,BIMOTOR,77000,77000,184.0,2003.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,REGULAR,NENHUM,0
108,40296,PTVMA,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1990.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0
109,40307,PRJFS,INSTRUÇÃO,AVIÃO,AEROMOT,AMT-600,GURI,PISTÃO,MONOMOTOR,900,900,2.0,2006.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0
110,40310,PTRVK,TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1984.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,NENHUM,0
111,40311,PRCHD,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2006.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
112,40312,PRLCM,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2006.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
113,40314,PTMFU,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,AT43,TURBOÉLICE,BIMOTOR,16700,16700,50.0,1987.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,LEVE,0
114,40316,PPIEG,not informed,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2006.0,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,POLICIAL,SUBSTANCIAL,0
115,40318,PUDAB,EXPERIMENTAL,ULTRALEVE,not informed,FK9 MK3,ULAC,PISTÃO,MONOMOTOR,464,464,2.0,2000.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,EXPERIMENTAL,NENHUM,0
116,40320,PROAE,REGULAR,AVIÃO,FOKKER,F28MK0100,F100,JATO,BIMOTOR,44450,44450,107.0,1992.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
117,40321,PRBOR,PARTICULAR,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1981.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,NENHUM,0
118,40322,PTIBY,TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-28R-200,P28R,PISTÃO,MONOMOTOR,1179,1179,4.0,1972.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,LEVE,0
119,40323,PRMSE,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,1542,4.0,2007.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
120,40324,PPPSB,REGULAR,AVIÃO,EMBRAER,EMB-120ER,E120,TURBOÉLICE,BIMOTOR,11990,11990,34.0,1995.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,REGULAR,NENHUM,0
121,40325,PTOXO,not informed,AVIÃO,CESSNA AIRCRAFT,172C,C172,PISTÃO,MONOMOTOR,1020,1020,4.0,1962.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,CURRAIS NOVOS,SENADOR NILO COELHO,POUSO,PRIVADA,NENHUM,0
122,40326,PPLCQ,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,4082,4082,8.0,1978.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,PRIVADA,NENHUM,0
123,40327,PRRIA,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,T206H,C206,PISTÃO,MONOMOTOR,1633,1633,6.0,2009.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
124,40328,PTGRY,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1978.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0
125,40329,PTOGQ,TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,208,C208,TURBOÉLICE,MONOMOTOR,3629,3629,11.0,1985.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,LEVE,0
126,40330,N245AY,not informed,AVIÃO,BOEING COMPANY,767-201,not informed,JATO,BIMOTOR,0,0,0.0,1987.0,ESTADOS UNIDOS,ESTADOS UNIDOS,AVIÃO,not informed,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,not informed,NENHUM,0
127,40331,PRPMV,TÁXI AÉREO,AVIÃO,DASSAULT AVIATION,FALCON 900EX (EASY),F900,JATO,TRIMOTOR,22226,22226,17.0,2008.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,TÁXI AÉREO,NENHUM,0
128,40332,PRCHG,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2007.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,TÁXI AÉREO,NENHUM,0
129,40349,PRMAB,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,70000,70000,184.0,2001.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
130,40350,PTFBU,not informed,AVIÃO,BRITTEN-NORMAN,BN-2A-9,BN2P,PISTÃO,BIMOTOR,2858,2858,10.0,1971.0,BRASIL,BRASIL,AVIÃO,ADMINISTRAÇÃO INDIRETA,ATLAS BRASIL CANTANHEDE,FORA DE AERODROMO,SUBIDA,PRIVADA,LEVE,0
131,40351,PRMBW,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A319-132,A319,JATO,BIMOTOR,75500,75500,154.0,2008.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,REGULAR,LEVE,0
132,40352,PPPTV,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOÉLICE,BIMOTOR,18600,18600,52.0,1996.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESPERA,REGULAR,NENHUM,0
133,40412,PTZAL,EXPERIMENTAL,AVIÃO,not informed,FALCAO AG-21,ZZZZ,PISTÃO,MONOMOTOR,1100,1100,2.0,2009.0,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,LEVE,0
134,40413,PRLCC,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2004.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
135,40414,PRMAY,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,77000,166.0,2006.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,REGULAR,LEVE,0
136,40447,PRKIM,not informed,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2005.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,MARECHIARO,JACAREPAGUÁ,CRUZEIRO,PRIVADA,DESTRUÍDA,0
137,40489,PRAYE,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2009.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
138,40508,PTLLH,PARTICULAR,AVIÃO,BEECH AIRCRAFT,B60,BE60,PISTÃO,BIMOTOR,3073,3073,6.0,1981.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,PRIVADA,NENHUM,0
139,40554,PREBM,not informed,AVIÃO,AIR TRACTOR,AT-802,AT8T,TURBOÉLICE,MONOMOTOR,7258,7258,2.0,2003.0,BRASIL,BRASIL,AVIÃO,ADMINISTRAÇÃO DIRETA,RESENDE,FORA DE AERODROMO,MANOBRA,POLICIAL,DESTRUÍDA,2
140,40572,PTWQP,not informed,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1982.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,SALGADO FILHO,SALGADO FILHO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
141,40573,PTCHQ,not informed,AVIÃO,CESSNA AIRCRAFT,172F,C172,PISTÃO,MONOMOTOR,1043,1043,4.0,1965.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,CIRILO QUEIRÓZ,BAHIA - JORGE AMADO,CRUZEIRO,PRIVADA,LEVE,0
142,40575,PTVKR,TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1633,7.0,1990.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,LEVE,0
143,40576,PRSEH,TÁXI AÉREO,HELICÓPTERO,EUROCOPTER FRANCE,AS 365 N3,AS65,TURBOEIXO,BIMOTOR,4250,4250,13.0,2005.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
144,40577,PTYAY,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76A,S76,TURBOEIXO,BIMOTOR,4763,4763,14.0,1984.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,TÁXI AÉREO,NENHUM,0
145,40579,PTVMA,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1990.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,RETA FINAL,PRIVADA,NENHUM,0
146,40581,PTIMX,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,1338,4.0,1973.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
147,40583,PPEPS,not informed,AVIÃO,BEECH AIRCRAFT,C90A,BE9L,TURBOÉLICE,BIMOTOR,4581,4581,8.0,1996.0,BRASIL,BRASIL,AVIÃO,ADMINISTRAÇÃO DIRETA,DEPUTADO LUÍS EDUARDO MAGALHÃES,PORTO SEGURO,DECOLAGEM,POLICIAL,LEVE,0
148,40617,PRMYA,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2008.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
149,40620,PROAJ,not informed,AVIÃO,FOKKER,F28MK0100,F100,JATO,BIMOTOR,44450,44450,107.0,1992.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
150,40621,PTNZO,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1315,4.0,1980.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,MORADA NOVA DE MINAS,EMBAIXADOR WALTHER MOREIRA SALLES,POUSO,PRIVADA,LEVE,0
151,40622,PTFED,TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1633,7.0,1986.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,TÁXI AÉREO,LEVE,0
152,40623,PRTTJ,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212,AT72,TURBOÉLICE,BIMOTOR,22000,22000,71.0,1995.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,REGULAR,NENHUM,0
153,40624,PRMTL,REGULAR,AVIÃO,BOEING COMPANY,727-2J7,B722,JATO,TRIMOTOR,88451,88451,173.0,0.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,REGULAR,LEVE,0
154,40652,PPGJZ,not informed,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1992.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
155,40732,PTBXF,not informed,AVIÃO,CESSNA AIRCRAFT,150E,C150,PISTÃO,MONOMOTOR,726,726,2.0,1965.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,DEPUTADO LUÍS EDUARDO MAGALHÃES,DEPUTADO LUÍS EDUARDO MAGALHÃES,MANOBRA,INSTRUÇÃO,NENHUM,0
156,40774,PTMZN,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-231,A320,JATO,BIMOTOR,77000,77000,183.0,1993.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
157,40791,PPPTV,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOÉLICE,BIMOTOR,18600,18600,52.0,1996.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
158,40793,PRMCS,not informed,AVIÃO,AEROMOT,AMT-600,GURI,PISTÃO,MONOMOTOR,900,900,2.0,2008.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,PORTO NACIONAL,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
159,40819,PTVAF,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1985.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,LEVE,0
160,40821,PUFDN,EXPERIMENTAL,ULTRALEVE,CHS AMAZONAS IMP E EXP LTDA,SEAMAX M22,ULAC,PISTÃO,MONOMOTOR,600,600,2.0,2008.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,EXPERIMENTAL,NENHUM,0
161,40823,PTRFY,not informed,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,7.0,1981.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SÍLVIO NAME JÚNIOR,SÃO SEBASTIÃO,POUSO,PRIVADA,LEVE,0
162,40825,PRMLR,TÁXI AÉREO,AVIÃO,LEARJET,60,LJ60,JATO,BIMOTOR,10660,10660,10.0,2008.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,TÁXI AÉREO,LEVE,0
163,40826,PTMFM,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,AT43,TURBOÉLICE,BIMOTOR,16700,16700,50.0,1994.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,REGULAR,NENHUM,0
164,40827,PTMFM,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,AT43,TURBOÉLICE,BIMOTOR,16700,16700,50.0,1994.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
165,40834,PRRRN,TÁXI AÉREO,AVIÃO,HAWKER BEECHCRAFT,390,PRM1,JATO,BIMOTOR,5670,5670,8.0,2008.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,TÁXI AÉREO,LEVE,0
166,40835,N3045P,not informed,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,TURBOEIXO,MONOMOTOR,0,0,0.0,2007.0,ESTADOS UNIDOS,ESTADOS UNIDOS,HELICÓPTERO,not informed,ROMEU ZEMA,MÁRIO DE ALMEIDA FRANCO,CRUZEIRO,not informed,NENHUM,0
167,40837,PRRLJ,NÃO REGULAR,AVIÃO,BOEING COMPANY,727-214F,B722,JATO,TRIMOTOR,88360,88360,7.0,1978.0,BRASIL,BRASIL,AVIÃO,NÃO REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
168,40839,PRIMD,not informed,AVIÃO,CESSNA AIRCRAFT,210,not informed,PISTÃO,MONOMOTOR,1814,1814,0.0,0.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,PRIVADA,LEVE,0
169,40842,PRFMB,PARTICULAR,HELICÓPTERO,AGUSTA,A109E,A109,TURBOEIXO,BIMOTOR,2850,2850,8.0,2006.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,PRIVADA,LEVE,0
170,40843,PURIZ,EXPERIMENTAL,ULTRALEVE,not informed,CONQUEST 180,ULAC,PISTÃO,MONOMOTOR,750,750,2.0,2009.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,0
171,40853,PTMFM,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,AT43,TURBOÉLICE,BIMOTOR,16700,16700,50.0,1994.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,REGULAR,NENHUM,0
